Unnamed: 0,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,LOCATION,LAT,LON,Year,Month,Day,DayOfWeek,Hour,Quarter,IsWeekend,TimeHour,TimeMinute,TimeOfDay
7,201308739,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1210,13,Newton,1333,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,3200 S  SAN PEDRO                    ST,34.017,-118.2643,2020.0,3.0,27.0,4.0,0.0,1.0,0,12,10,Morning
8,201112065,07/31/2020 12:00:00 AM,07/30/2020 12:00:00 AM,2030,11,Northeast,1161,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,AA,Adult Arrest,510,,,KENMORE                      ST,34.0953,-118.2974,2020.0,7.0,30.0,3.0,0.0,3.0,0,20,30,Evening
10,201215394,06/26/2020 12:00:00 AM,06/25/2020 12:00:00 AM,2200,12,77th Street,1259,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,FLORENCE,33.9747,-118.2587,2020.0,6.0,25.0,3.0,0.0,2.0,0,22,0,Evening
13,200912561,07/20/2020 12:00:00 AM,07/20/2020 12:00:00 AM,700,9,Van Nuys,937,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,BESSEMER,34.1812,-118.4356,2020.0,7.0,20.0,0.0,0.0,3.0,0,7,0,Morning
14,200207955,03/19/2020 12:00:00 AM,03/19/2020 12:00:00 AM,130,2,Rampart,236,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,1900    MIRAMAR                      ST,34.0632,-118.2693,2020.0,3.0,19.0,3.0,0.0,1.0,0,1,30,Night
15,200112598,06-01-2020 00:00,05/30/2020 12:00:00 AM,30,1,Central,153,1,310,BURGLARY,1609 0344,0,M,W,201,JEWELRY STORE,,,AA,Adult Arrest,310,,,600 S  BROADWAY,34.0467,-118.252,2020.0,5.0,30.0,5.0,0.0,2.0,1,0,30,Night
17,200215463,09/26/2020 12:00:00 AM,09/25/2020 12:00:00 AM,1900,2,Rampart,237,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,1600 W  COURT                        ST,34.0668,-118.2627,2020.0,9.0,25.0,4.0,0.0,3.0,0,19,0,Evening
20,200517540,12-07-2020 00:00,11/30/2020 12:00:00 AM,2255,5,Harbor,541,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,1400    BRETT                        PL,33.7553,-118.3056,2020.0,11.0,30.0,0.0,0.0,4.0,0,22,55,Evening
21,200506977,03-10-2020 00:00,02/22/2020 12:00:00 AM,30,5,Harbor,511,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,AA,Adult Arrest,510,,,1600 W  PACIFIC COAST                HY,33.7926,-118.3043,2020.0,2.0,22.0,5.0,0.0,1.0,1,0,30,Night
23,201000767,07/14/2020 12:00:00 AM,07/13/2020 12:00:00 AM,2000,10,West Valley,1043,1,330,BURGLARY FROM VEHICLE,0344 1602 1822 1402,41,M,W,108,PARKING LOT,,,AA,Adult Arrest,330,998.0,,18600    HATTERAS                     ST,34.1774,-118.5387,2020.0,7.0,13.0,0.0,0.0,3.0,0,20,0,Evening
25,200410136,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,700,4,Hollenbeck,413,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,300 E  AVENUE 31,34.0809,-118.2132,2020.0,6.0,24.0,2.0,0.0,2.0,0,7,0,Morning
26,200814461,09/24/2020 12:00:00 AM,09/24/2020 12:00:00 AM,1710,8,West LA,898,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,ROBERTSON                    BL,34.0375,-118.3886,2020.0,9.0,24.0,3.0,0.0,3.0,0,17,10,Afternoon
27,201215562,06/29/2020 12:00:00 AM,06/29/2020 12:00:00 AM,730,12,77th Street,1263,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,81ST,33.9655,-118.3046,2020.0,6.0,29.0,0.0,0.0,2.0,0,7,30,Morning
29,200714301,09/27/2020 12:00:00 AM,09/22/2020 12:00:00 AM,1430,7,Wilshire,702,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,800 N  FULLER                       AV,34.0853,-118.3499,2020.0,9.0,22.0,1.0,0.0,3.0,0,14,30,Afternoon
30,200906009,02/14/2020 12:00:00 AM,02/13/2020 12:00:00 AM,2230,9,Van Nuys,914,2,806,PANDERING,0908 1212 1402,0,F,X,101,STREET,,,AO,Adult Other,806,998.0,,SEPULVEDA,34.1958,-118.4662,2020.0,2.0,13.0,3.0,0.0,1.0,0,22,30,Evening
32,200618540,11/27/2020 12:00:00 AM,11/27/2020 12:00:00 AM,950,6,Hollywood,642,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,ORANGE,34.0981,-118.3577,2020.0,11.0,27.0,4.0,0.0,4.0,0,9,50,Morning
33,200316510,08/30/2020 12:00:00 AM,08/29/2020 12:00:00 AM,2050,3,Southwest,333,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,AO,Adult Other,510,,,JEFFERSON,34.0278,-118.3378,2020.0,8.0,29.0,5.0,0.0,3.0,1,20,50,Evening
35,200808682,04/25/2020 12:00:00 AM,04/21/2020 12:00:00 AM,1400,8,West LA,858,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,8800 W  PICO                         BL,34.0548,-118.3837,2020.0,4.0,21.0,1.0,0.0,2.0,0,14,0,Afternoon
36,200810737,06/17/2020 12:00:00 AM,06/16/2020 12:00:00 AM,1600,8,West LA,829,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,1300    WOODRUFF                     AV,34.0633,-118.4292,2020.0,6.0,16.0,1.0,0.0,2.0,0,16,0,Afternoon
37,201116973,12/26/2020 12:00:00 AM,12/26/2020 12:00:00 AM,332,11,Northeast,1169,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,200 S  AVENUE 51,34.1038,-118.1987,2020.0,12.0,26.0,5.0,0.0,4.0,1,3,32,Night
38,200510994,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,230,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,Unknown,,108,PARKING LOT,,,IC,Invest Cont,510,,,14TH                         ST,33.7315,-118.2879,2020.0,6.0,25.0,3.0,0.0,2.0,0,2,30,Night
39,201107590,03/22/2020 12:00:00 AM,03/21/2020 12:00:00 AM,2000,11,Northeast,1137,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,700 N  AVENUE 50,34.1109,-118.2016,2020.0,3.0,21.0,5.0,0.0,1.0,1,20,0,Evening
40,200119680,10/19/2020 12:00:00 AM,10/18/2020 12:00:00 AM,1800,1,Central,159,1,510,VEHICLE - STOLEN,,0,Unknown,,108,PARKING LOT,,,IC,Invest Cont,510,,,1800    CONWAY                       PL,34.0366,-118.2325,2020.0,10.0,18.0,6.0,0.0,4.0,1,18,0,Afternoon
41,200410224,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,400,4,Hollenbeck,471,1,510,VEHICLE - STOLEN,,0,Unknown,,108,PARKING LOT,,,IC,Invest Cont,510,,,4TH,34.0427,-118.2237,2020.0,6.0,27.0,5.0,0.0,2.0,1,4,0,Night
45,200109800,03/29/2020 12:00:00 AM,03/29/2020 12:00:00 AM,930,1,Central,163,1,330,BURGLARY FROM VEHICLE,1307 1822 0377 0329 1414 1609 0344,0,M,W,103,ALLEY,,,IC,Invest Cont,330,,,9TH,34.0416,-118.255,2020.0,3.0,29.0,6.0,0.0,1.0,1,9,30,Morning
51,200105246,01/18/2020 12:00:00 AM,01/18/2020 12:00:00 AM,940,1,Central,118,2,624,BATTERY - SIMPLE ASSAULT,0913 0400,42,M,A,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,200 E  BLOOM                        ST,34.0639,-118.2295,2020.0,1.0,18.0,5.0,0.0,1.0,1,9,40,Morning
52,201106067,02/15/2020 12:00:00 AM,02/15/2020 12:00:00 AM,1830,11,Northeast,1101,1,330,BURGLARY FROM VEHICLE,0344 0352 1307,43,M,A,108,PARKING LOT,,,IC,Invest Cont,330,,,2700 N  VERMONT                      AV,34.1179,-118.293,2020.0,2.0,15.0,5.0,0.0,1.0,1,18,30,Afternoon
53,201116118,11/27/2020 12:00:00 AM,11/23/2020 12:00:00 AM,1200,11,Northeast,1141,2,354,THEFT OF IDENTITY,0930 1822,26,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,2000 N  VERMONT                      AV,34.1095,-118.2958,2020.0,11.0,23.0,0.0,0.0,4.0,0,12,0,Morning
55,200217442,11/15/2020 12:00:00 AM,11/15/2020 12:00:00 AM,310,2,Rampart,218,1,310,BURGLARY,1822 1609 0329 0344 0352,36,M,W,210,RESTAURANT/FAST FOOD,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,310,,,1500 W  SUNSET                       BL,34.0758,-118.2552,2020.0,11.0,15.0,6.0,0.0,4.0,1,3,10,Night
56,200914052,08/27/2020 12:00:00 AM,08/27/2020 12:00:00 AM,1255,9,Van Nuys,935,2,624,BATTERY - SIMPLE ASSAULT,444,57,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,14100    SYLVAN                       ST,34.1847,-118.44,2020.0,8.0,27.0,3.0,0.0,3.0,0,12,55,Morning
57,200810920,06/20/2020 12:00:00 AM,06/20/2020 12:00:00 AM,1000,8,West LA,841,2,624,BATTERY - SIMPLE ASSAULT,1202 0448,78,F,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,12100    SANTA MONICA                 BL,34.0423,-118.4656,2020.0,6.0,20.0,5.0,0.0,2.0,1,10,0,Morning
58,201112187,08-04-2020 00:00,07/16/2020 12:00:00 AM,1900,11,Northeast,1144,2,662,"BUNCO, GRAND THEFT",0701 0913 0361,51,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,662,,,2100    HYPERION                     AV,34.099,-118.2738,2020.0,7.0,16.0,3.0,0.0,3.0,0,19,0,Evening
61,200105289,01/19/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1700,1,Central,119,1,510,VEHICLE - STOLEN,,0,Unknown,,104,DRIVEWAY,,,IC,Invest Cont,510,,,400    BAUCHET                      ST,34.0587,-118.233,2020.0,1.0,16.0,3.0,0.0,1.0,0,17,0,Afternoon
65,200706211,02/17/2020 12:00:00 AM,02/16/2020 12:00:00 AM,2350,7,Wilshire,734,2,624,BATTERY - SIMPLE ASSAULT,444,29,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,6000 W  6TH                          ST,34.0677,-118.3548,2020.0,2.0,16.0,6.0,0.0,1.0,1,23,50,Evening
66,200514277,09/17/2020 12:00:00 AM,09/17/2020 12:00:00 AM,2255,5,Harbor,558,2,901,VIOLATION OF RESTRAINING ORDER,1813 2000 2038,46,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,AO,Adult Other,901,,,200 W  AMAR                         ST,33.7478,-118.2822,2020.0,9.0,17.0,3.0,0.0,3.0,0,22,55,Evening
67,200506268,02/22/2020 12:00:00 AM,02/22/2020 12:00:00 AM,1900,5,Harbor,511,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0319 0344 0429 0448 0305,29,F,W,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,440,624.0,,PACIFIC COAST,33.7926,-118.3043,2020.0,2.0,22.0,5.0,0.0,1.0,1,19,0,Evening
68,200119908,10/24/2020 12:00:00 AM,10/23/2020 12:00:00 AM,2330,1,Central,185,1,330,BURGLARY FROM VEHICLE,1609 0344 1307 1822 0329,0,F,B,108,PARKING LOT,,,IC,Invest Cont,330,,,1000 S  BROADWAY,34.0406,-118.2578,2020.0,10.0,23.0,4.0,0.0,4.0,0,23,30,Evening
69,200206940,02/27/2020 12:00:00 AM,02/27/2020 12:00:00 AM,1255,2,Rampart,216,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0202 1309 1310 0906 0302 1100 0430,28,M,H,101,STREET,102.0,HAND GUN,IC,Invest Cont,230,,,BELLEVUE                     AV,34.0751,-118.2717,2020.0,2.0,27.0,3.0,0.0,1.0,0,12,55,Morning
70,200709456,05/20/2020 12:00:00 AM,05/20/2020 12:00:00 AM,1250,7,Wilshire,773,1,330,BURGLARY FROM VEHICLE,1300 1309 1607 0344 0326,53,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,330,,,1800 S  COCHRAN                      AV,34.0443,-118.3538,2020.0,5.0,20.0,2.0,0.0,2.0,0,12,50,Morning
71,201014375,10/24/2020 12:00:00 AM,10/23/2020 12:00:00 AM,2330,10,West Valley,1025,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822 1420,0,M,W,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,740,,,6800    RESEDA                       BL,34.1939,-118.536,2020.0,10.0,23.0,4.0,0.0,4.0,0,23,30,Evening
76,200911839,07-02-2020 00:00,06/26/2020 12:00:00 AM,1200,9,Van Nuys,974,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 0385,36,M,W,101,STREET,,,IC,Invest Cont,331,,,4600    WILLIS                       AV,34.1545,-118.4552,2020.0,6.0,26.0,4.0,0.0,2.0,0,12,0,Morning
77,200615995,09/28/2020 12:00:00 AM,09/27/2020 12:00:00 AM,35,6,Hollywood,646,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,6600 W  SUNSET                       BL,34.098,-118.3335,2020.0,9.0,27.0,6.0,0.0,3.0,1,0,35,Night
83,201308239,03/16/2020 12:00:00 AM,02/28/2020 12:00:00 AM,2300,13,Newton,1333,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1202 0329,62,M,W,510,NURSING/CONVALESCENT/RETIREMENT HOME,,,IC,Invest Cont,745,,,1000 E  28TH                         ST,34.0175,-118.2574,2020.0,2.0,28.0,4.0,0.0,1.0,0,23,0,Evening
86,200310566,04/25/2020 12:00:00 AM,04/25/2020 12:00:00 AM,950,3,Southwest,356,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0377 0344 1822,37,M,B,402,MARKET,,,IC,Invest Cont,440,,,1700 W  JEFFERSON                    BL,34.0256,-118.3061,2020.0,4.0,25.0,5.0,0.0,2.0,1,9,50,Morning
88,201211083,04/17/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1700,12,77th Street,1209,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,FLOWER                       ST,33.9983,-118.2813,2020.0,4.0,16.0,3.0,0.0,2.0,0,17,0,Afternoon
89,201209876,03/27/2020 12:00:00 AM,03/27/2020 12:00:00 AM,1650,12,77th Street,1263,1,210,ROBBERY,,0,M,W,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,IC,Invest Cont,210,,,2000 W  80TH                         ST,33.9664,-118.3134,2020.0,3.0,27.0,4.0,0.0,1.0,0,16,50,Afternoon
90,201009044,05/15/2020 12:00:00 AM,05/13/2020 12:00:00 AM,1315,10,West Valley,1049,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 1606,0,M,W,104,DRIVEWAY,,,IC,Invest Cont,331,,,16800    BURBANK                      BL,34.1718,-118.4993,2020.0,5.0,13.0,2.0,0.0,2.0,0,13,15,Afternoon
92,201307829,03-09-2020 00:00,02/28/2020 12:00:00 AM,1600,13,Newton,1309,1,510,VEHICLE - STOLEN,,0,Unknown,,104,DRIVEWAY,,,IC,Invest Cont,510,,,900    MATEO                        ST,34.0326,-118.2322,2020.0,2.0,28.0,4.0,0.0,1.0,0,16,0,Afternoon
93,200311518,05/18/2020 12:00:00 AM,05/14/2020 12:00:00 AM,1900,3,Southwest,373,1,520,VEHICLE - ATTEMPT STOLEN,1300 0329 1612 1202,65,M,B,101,STREET,,,IC,Invest Cont,520,,,3900    HUBERT                       AV,34.0142,-118.3281,2020.0,5.0,14.0,3.0,0.0,2.0,0,19,0,Evening
95,200119934,10/24/2020 12:00:00 AM,10/24/2020 12:00:00 AM,645,1,Central,128,2,354,THEFT OF IDENTITY,377,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,354,,,200 E  1ST                          ST,34.0512,-118.2419,2020.0,10.0,24.0,5.0,0.0,4.0,1,6,45,Night
96,200814436,09/23/2020 12:00:00 AM,09/23/2020 12:00:00 AM,1100,8,West LA,885,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,10200    CRESTA                       DR,34.0417,-118.4041,2020.0,9.0,23.0,2.0,0.0,3.0,0,11,0,Morning
98,200911119,06/16/2020 12:00:00 AM,06/15/2020 12:00:00 AM,2300,9,Van Nuys,906,1,330,BURGLARY FROM VEHICLE,344,37,M,O,101,STREET,,,IC,Invest Cont,330,,,14200    LEADWELL                     ST,34.2041,-118.4425,2020.0,6.0,15.0,0.0,0.0,2.0,0,23,0,Evening
101,200312493,06-10-2020 00:00,05/25/2020 12:00:00 AM,1500,3,Southwest,374,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",,0,Unknown,,203,OTHER BUSINESS,,,IC,Invest Cont,668,,,3800    3RD                          AV,34.0183,-118.3204,2020.0,5.0,25.0,0.0,0.0,2.0,0,15,0,Afternoon
103,201220752,09/16/2020 12:00:00 AM,09/16/2020 12:00:00 AM,1230,12,77th Street,1259,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2004 1820 0913 0329 1202,62,M,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,745,,,700 E  73RD                         ST,33.9739,-118.263,2020.0,9.0,16.0,2.0,0.0,3.0,0,12,30,Morning
105,200618244,11/20/2020 12:00:00 AM,11/19/2020 12:00:00 AM,2030,6,Hollywood,643,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,1600 N  LA BREA                      AV,34.1007,-118.3494,2020.0,11.0,19.0,3.0,0.0,4.0,0,20,30,Evening
106,200214497,09-01-2020 00:00,06/13/2020 12:00:00 AM,1340,2,Rampart,248,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",0913 1817 0104 0344,0,X,X,108,PARKING LOT,,,IC,Invest Cont,668,,,1300 W  6TH                          ST,34.0579,-118.2649,2020.0,6.0,13.0,5.0,0.0,2.0,1,13,40,Afternoon
107,200805831,02-10-2020 00:00,01/30/2020 12:00:00 AM,5,8,West LA,831,2,354,THEFT OF IDENTITY,0100 0930 1822,57,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,500 S  BURLINGAME                   AV,34.0494,-118.4866,2020.0,1.0,30.0,3.0,0.0,1.0,0,0,5,Night
109,201309446,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,1730,13,Newton,1324,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",2004 0329 1402,30,M,H,101,STREET,,,AA,Adult Arrest,410,998.0,,CENTRAL                      AV,34.0233,-118.2516,2020.0,4.0,15.0,2.0,0.0,2.0,0,17,30,Afternoon
110,200717189,12/16/2020 12:00:00 AM,12/13/2020 12:00:00 AM,1500,7,Wilshire,765,1,330,BURGLARY FROM VEHICLE,1822 1300 0344 2019,43,F,B,102,SIDEWALK,,,IC,Invest Cont,330,,,PICO                         BL,34.0496,-118.3425,2020.0,12.0,13.0,6.0,0.0,4.0,1,15,0,Afternoon
111,200817626,12/17/2020 12:00:00 AM,12/16/2020 12:00:00 AM,1600,8,West LA,855,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,1600 S  BENTLEY                      AV,34.0484,-118.4437,2020.0,12.0,16.0,2.0,0.0,4.0,0,16,0,Afternoon
113,201106089,02/16/2020 12:00:00 AM,02/16/2020 12:00:00 AM,915,11,Northeast,1107,2,624,BATTERY - SIMPLE ASSAULT,0555 0400 0416 0419 0913,24,F,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,6000    CRESTWOOD                    WY,34.1307,-118.1907,2020.0,2.0,16.0,6.0,0.0,1.0,1,9,15,Morning
115,200806568,02/27/2020 12:00:00 AM,02/20/2020 12:00:00 AM,1200,8,West LA,852,1,480,BIKE - STOLEN,0344 0346 1822,35,M,W,707,GARAGE/CARPORT,,,IC,Invest Cont,480,,,1500    BARRY                        AV,34.045,-118.4557,2020.0,2.0,20.0,3.0,0.0,1.0,0,12,0,Morning
117,201216960,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,1820,12,77th Street,1203,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0400 0408 0913 0429,61,M,H,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,230,,,1700 W  48TH                         ST,34.0001,-118.3096,2020.0,7.0,21.0,1.0,0.0,3.0,0,18,20,Afternoon
118,200914159,08/30/2020 12:00:00 AM,08/30/2020 12:00:00 AM,1420,9,Van Nuys,906,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0400,23,M,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,626,,,7200    KATHERINE                    AV,34.2012,-118.4432,2020.0,8.0,30.0,6.0,0.0,3.0,1,14,20,Afternoon
120,201007391,03/19/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1800,10,West Valley,1063,1,310,BURGLARY,1822 1609 0321 1420,0,M,W,220,NAIL SALON,,,IC,Invest Cont,310,,,19000    VENTURA                      BL,34.1725,-118.5475,2020.0,3.0,18.0,2.0,0.0,1.0,0,18,0,Afternoon
121,200906435,02/24/2020 12:00:00 AM,02/23/2020 12:00:00 AM,1800,9,Van Nuys,914,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1912,34,F,W,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,956,,,14900    SHERMAN                      WY,34.2012,-118.4574,2020.0,2.0,23.0,6.0,0.0,1.0,1,18,0,Afternoon
122,201114637,10/14/2020 12:00:00 AM,10/13/2020 12:00:00 AM,2200,11,Northeast,1184,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,1600    ECHO PARK                    AV,34.0815,-118.2546,2020.0,10.0,13.0,1.0,0.0,4.0,0,22,0,Evening
123,200414361,10/28/2020 12:00:00 AM,10/15/2020 12:00:00 AM,1200,4,Hollenbeck,487,2,354,THEFT OF IDENTITY,100,49,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,1100 S  FICKETT                      ST,34.0273,-118.2176,2020.0,10.0,15.0,3.0,0.0,4.0,0,12,0,Morning
125,200312753,06/16/2020 12:00:00 AM,06/16/2020 12:00:00 AM,720,3,Southwest,353,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),0325 1309 0342 2021 0104,19,X,X,403,DRUG STORE,,,IC,Invest Cont,442,,,3700    CRENSHAW                     BL,34.0191,-118.3351,2020.0,6.0,16.0,1.0,0.0,2.0,0,7,20,Morning
126,200517895,12/16/2020 12:00:00 AM,12/16/2020 12:00:00 AM,2125,5,Harbor,526,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,0432 0443 0913,40,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,930,,,900 N  FRIES                        AV,33.7815,-118.265,2020.0,12.0,16.0,2.0,0.0,4.0,0,21,25,Evening
128,201012706,09-03-2020 00:00,07/27/2020 12:00:00 AM,700,10,West Valley,1008,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1501,46,M,H,501,SINGLE FAMILY DWELLING,,,AA,Adult Arrest,845,,,8100 N  BALBOA                       PL,34.2179,-118.5014,2020.0,7.0,27.0,0.0,0.0,3.0,0,7,0,Morning
129,201111473,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,1134,11,Northeast,1117,2,661,UNAUTHORIZED COMPUTER ACCESS,1904 1914 1822 1911,40,F,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,661,,,4600    ELLENWOOD                    DR,34.1293,-118.219,2020.0,7.0,15.0,2.0,0.0,3.0,0,11,34,Morning
131,200609150,04/16/2020 12:00:00 AM,04/16/2020 12:00:00 AM,1900,6,Hollywood,648,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,26,F,O,104,DRIVEWAY,,,IC,Invest Cont,420,,,1500 N  SAINT ANDREWS                PL,34.0981,-118.3114,2020.0,4.0,16.0,3.0,0.0,2.0,0,19,0,Evening
132,200118692,09/30/2020 12:00:00 AM,09/30/2020 12:00:00 AM,410,1,Central,185,1,210,ROBBERY,0344 0334 1311 1302 1822 1218 0302 1309 2024 0916,29,M,H,101,STREET,109.0,SEMI-AUTOMATIC PISTOL,JA,Juv Arrest,210,,,BROADWAY,34.0377,-118.2607,2020.0,9.0,30.0,2.0,0.0,3.0,0,4,10,Night
133,201212836,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,540,12,77th Street,1268,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822 1309 0216,25,F,B,301,GAS STATION,,,IC,Invest Cont,420,,,200 E  MANCHESTER                   AV,33.964,-118.2739,2020.0,5.0,15.0,4.0,0.0,2.0,0,5,40,Night
134,200917497,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,1130,9,Van Nuys,966,2,624,BATTERY - SIMPLE ASSAULT,0446 0416,33,F,W,220,NAIL SALON,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,624,,,13300    RIVERSIDE                    DR,34.1576,-118.4231,2020.0,11.0,20.0,4.0,0.0,4.0,0,11,30,Morning
