Unnamed: 0,DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,LOCATION,LAT,LON,Year,Month,Day,DayOfWeek,Hour,Quarter,IsWeekend,TimeHour,TimeMinute,TimeOfDay
434,200305663,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1310,3,Southwest,314,2,354,THEFT OF IDENTITY,0100 1822 1210,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,3800 W  27TH                         ST,34.0312,-118.3262,2020.0,1.0,28.0,1.0,0.0,1.0,0,13,10,Afternoon
435,200300943,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,550,3,Southwest,391,2,624,BATTERY - SIMPLE ASSAULT,1822 1212 0444 1300 1309,50,M,B,108,PARKING LOT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,STOCKER                      ST,33.9974,-118.3579,2020.0,12.0,17.0,3.0,0.0,4.0,0,5,50,Night
436,200113869,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,650,1,Central,171,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 2060 0340 0417 0416 1402 2004 1218 0913,24,M,B,101,STREET,200.0,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230,998.0,,LA LIVE                      WY,34.0451,-118.2701,2020.0,6.0,24.0,2.0,0.0,2.0,0,6,50,Night
437,201113583,09/14/2020 12:00:00 AM,09/13/2020 12:00:00 AM,1700,11,Northeast,1173,1,310,BURGLARY,1402 0358 0344 1822,35,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998.0,,2100    BAXTER                       ST,34.0915,-118.255,2020.0,9.0,13.0,6.0,0.0,3.0,1,17,0,Afternoon
439,200804664,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1810,8,West LA,831,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0444 0429 0400 1202,61,F,W,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,12400    WILSHIRE                     BL,34.0473,-118.4768,2020.0,1.0,16.0,3.0,0.0,1.0,0,18,10,Afternoon
440,200708413,04/19/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1600,7,Wilshire,759,1,330,BURGLARY FROM VEHICLE,1609 0344,38,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,4100 W  PICO                         BL,34.0495,-118.3215,2020.0,4.0,18.0,5.0,0.0,2.0,1,16,0,Afternoon
441,200413927,10/17/2020 12:00:00 AM,10/16/2020 12:00:00 AM,2100,4,Hollenbeck,412,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,50,M,W,108,PARKING LOT,,,IC,Invest Cont,740,,,200 N  AVENUE 25,34.078,-118.2181,2020.0,10.0,16.0,4.0,0.0,4.0,0,21,0,Evening
443,200115887,08-05-2020 00:00,07/29/2020 12:00:00 AM,2100,1,Central,162,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,800 S  OLIVE                        ST,34.0437,-118.2582,2020.0,7.0,29.0,2.0,0.0,3.0,0,21,0,Evening
444,201223062,10/21/2020 12:00:00 AM,10/21/2020 12:00:00 AM,2130,12,77th Street,1263,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0450,0,M,B,101,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,230,,,DENKER                       AV,33.96,-118.3047,2020.0,10.0,21.0,2.0,0.0,4.0,0,21,30,Evening
445,200322320,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,2030,3,Southwest,312,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 2000 1814 2004 1309 0216,39,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,3000 S  CLOVERDALE                   AV,34.0273,-118.3594,2020.0,12.0,27.0,6.0,0.0,4.0,1,20,30,Evening
446,200415366,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,130,4,Hollenbeck,415,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),329,0,X,X,301,GAS STATION,,,IC,Invest Cont,745,,,2800 N  BROADWAY,34.0762,-118.2119,2020.0,11.0,29.0,6.0,0.0,4.0,1,1,30,Night
448,200907410,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,300,9,Van Nuys,964,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0329 1300 0344,19,M,O,101,STREET,,,IC,Invest Cont,331,740.0,,14200    RIVERSIDE                    DR,34.1576,-118.4422,2020.0,3.0,13.0,4.0,0.0,1.0,0,3,0,Night
449,200712536,08-08-2020 00:00,07/30/2020 12:00:00 AM,2105,7,Wilshire,747,2,354,THEFT OF IDENTITY,1822 0929,39,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,5100 W  OLYMPIC                      BL,34.0571,-118.34,2020.0,7.0,30.0,3.0,0.0,3.0,0,21,5,Evening
450,200908380,04-12-2020 00:00,03/20/2020 12:00:00 AM,224,9,Van Nuys,941,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,48,M,B,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,14800    BURBANK                      BL,34.1766,-118.4589,2020.0,3.0,20.0,4.0,0.0,1.0,0,2,24,Night
453,201215291,06/24/2020 12:00:00 AM,06/23/2020 12:00:00 AM,900,12,77th Street,1265,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0344,49,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,1100 W  81ST                         PL,33.9654,-118.2937,2020.0,6.0,23.0,1.0,0.0,2.0,0,9,0,Morning
456,200511995,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,800,5,Harbor,563,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,900 W  17TH                         ST,33.7288,-118.2973,2020.0,7.0,18.0,5.0,0.0,3.0,1,8,0,Morning
457,201105172,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1540,11,Northeast,1149,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352 2024,40,F,H,102,SIDEWALK,,,IC,Invest Cont,440,,,FIGUEROA,34.1076,-118.1968,2020.0,1.0,27.0,0.0,0.0,1.0,0,15,40,Afternoon
459,200712273,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,2020,7,Wilshire,775,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1814 2000 2004,38,F,B,101,STREET,,,AO,Adult Other,626,,,WASHINGTON                   BL,34.0427,-118.3423,2020.0,7.0,31.0,4.0,0.0,3.0,0,20,20,Evening
460,200116884,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,2245,1,Central,124,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1501 0400 1212 1822,0,M,H,726,POLICE FACILITY,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,100 W  1ST                          ST,34.0522,-118.2434,2020.0,8.0,24.0,0.0,0.0,3.0,0,22,45,Evening
461,200509761,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,1330,5,Harbor,526,1,330,BURGLARY FROM VEHICLE,0358 1302 0321 0344 1307 1609,57,F,H,103,ALLEY,,,IC,Invest Cont,330,,,900 N  AVALON                       BL,33.7798,-118.2656,2020.0,5.0,21.0,3.0,0.0,2.0,0,13,30,Afternoon
463,200611658,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,628,6,Hollywood,632,1,761,BRANDISH WEAPON,0334 1822,59,F,O,101,STREET,216.0,SCISSORS,IC,Invest Cont,761,,,SUNSET,34.098,-118.3645,2020.0,6.0,22.0,0.0,0.0,2.0,0,6,28,Night
464,200205356,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1545,2,Rampart,245,1,480,BIKE - STOLEN,0344 1822 0910 2049,99,M,H,801,MTA BUS,,,IC,Invest Cont,480,,,7TH                          ST,34.057,-118.2779,2020.0,1.0,28.0,1.0,0.0,1.0,0,15,45,Afternoon
465,200100612,02/19/2020 12:00:00 AM,02/19/2020 12:00:00 AM,2110,1,Central,171,2,662,"BUNCO, GRAND THEFT",1309 0344 1402 0913 0800,26,M,O,156,VALET,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,662,998.0,,900 W  OLYMPIC                      BL,34.0454,-118.2657,2020.0,2.0,19.0,2.0,0.0,1.0,0,21,10,Evening
467,200908452,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,2123,9,Van Nuys,952,2,624,BATTERY - SIMPLE ASSAULT,400,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,14800    BURBANK                      BL,34.1721,-118.4553,2020.0,4.0,15.0,2.0,0.0,2.0,0,21,23,Evening
468,201207405,02/18/2020 12:00:00 AM,02/18/2020 12:00:00 AM,945,12,77th Street,1268,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,Unknown,,101,STREET,,,IC,Invest Cont,420,,,84TH                         ST,33.9633,-118.2783,2020.0,2.0,18.0,1.0,0.0,1.0,0,9,45,Morning
470,200915186,09/27/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1930,9,Van Nuys,932,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,41,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,14900    VICTORY                      BL,34.1867,-118.4582,2020.0,9.0,26.0,5.0,0.0,3.0,1,19,30,Evening
473,200614366,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,920,6,Hollywood,646,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",344,48,M,B,101,STREET,,,IC,Invest Cont,341,,,HOLLYWOOD,34.1016,-118.3333,2020.0,8.0,23.0,6.0,0.0,3.0,1,9,20,Morning
474,200508664,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,800,5,Harbor,506,1,761,BRANDISH WEAPON,0400 0913 0602 0561,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511.0,VERBAL THREAT,AO,Adult Other,761,,,2100    WESTERN                      AV,33.8365,-118.3092,2020.0,4.0,24.0,4.0,0.0,2.0,0,8,0,Morning
475,200216132,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,2000,2,Rampart,205,2,624,BATTERY - SIMPLE ASSAULT,1822 0400,51,F,H,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,DILLON,34.0824,-118.2768,2020.0,10.0,13.0,1.0,0.0,4.0,0,20,0,Evening
476,201215480,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,1115,12,77th Street,1251,2,625,OTHER ASSAULT,2000 0913 0562 0444 0329,65,F,B,501,SINGLE FAMILY DWELLING,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625,,,3400 W  78TH                         PL,33.9681,-118.333,2020.0,6.0,27.0,5.0,0.0,2.0,1,11,15,Morning
477,200316094,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,330,3,Southwest,376,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329 1822,47,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,,,EXPOSITION                   BL,34.0183,-118.3089,2020.0,8.0,21.0,4.0,0.0,3.0,0,3,30,Night
479,200317915,09/26/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1420,3,Southwest,333,2,624,BATTERY - SIMPLE ASSAULT,1822 0401 1236,34,F,H,210,RESTAURANT/FAST FOOD,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,2800    CRENSHAW                     BL,34.0278,-118.3378,2020.0,9.0,26.0,5.0,0.0,3.0,1,14,20,Afternoon
480,200812103,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,110,8,West LA,847,1,210,ROBBERY,0334 0344 0355 0342 0202 0209 1822 0916,39,M,W,101,STREET,206.0,SWITCH BLADE,IC,Invest Cont,210,,,10300    BELLWOOD                     AV,34.0515,-118.418,2020.0,7.0,21.0,1.0,0.0,3.0,0,1,10,Night
483,201111795,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,915,11,Northeast,1153,2,625,OTHER ASSAULT,0356 1822 1416 2029,69,M,O,109,PARK/PLAYGROUND,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,LOS FELIZ,34.1081,-118.3079,2020.0,7.0,24.0,4.0,0.0,3.0,0,9,15,Morning
484,200210233,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,2100,2,Rampart,245,1,330,BURGLARY FROM VEHICLE,0913 0344 1307 1609 0329 1810,29,F,H,101,STREET,,,IC,Invest Cont,330,,,400 S  LAKE                         ST,34.0621,-118.2747,2020.0,5.0,15.0,4.0,0.0,2.0,0,21,0,Evening
488,201105065,01/24/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1530,11,Northeast,1148,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0385,56,M,H,101,STREET,,,IC,Invest Cont,341,,,200 N  AVENUE 49,34.1048,-118.2043,2020.0,1.0,17.0,4.0,0.0,1.0,0,15,30,Afternoon
491,201224761,11/18/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1940,12,77th Street,1203,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1402 1407,0,X,X,101,STREET,106.0,UNKNOWN FIREARM,IC,Invest Cont,753,998.0,,1500 W  50TH                         ST,33.9982,-118.3086,2020.0,11.0,18.0,2.0,0.0,4.0,0,19,40,Evening
494,201112838,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,800,11,Northeast,1163,2,624,BATTERY - SIMPLE ASSAULT,0206 0416 0400 0913 0432 1817,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,1200 N  EDGEMONT                     ST,34.0934,-118.2961,2020.0,8.0,24.0,0.0,0.0,3.0,0,8,0,Morning
495,200512288,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,400,5,Harbor,532,1,330,BURGLARY FROM VEHICLE,0344 1300,21,M,H,104,DRIVEWAY,,,IC,Invest Cont,330,,,1200    BAY VIEW                     AV,33.7867,-118.2705,2020.0,7.0,26.0,6.0,0.0,3.0,1,4,0,Night
496,200312831,06/17/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1700,3,Southwest,362,1,330,BURGLARY FROM VEHICLE,0329 0344 1601 1608 1822,33,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,NICOLET                      AV,34.0129,-118.3513,2020.0,6.0,15.0,0.0,0.0,2.0,0,17,0,Afternoon
497,200218879,12/22/2020 12:00:00 AM,12/20/2020 12:00:00 AM,700,2,Rampart,245,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 1810 0429 0400,32,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,400 S  GRAND VIEW                   ST,34.063,-118.2754,2020.0,12.0,20.0,6.0,0.0,4.0,1,7,0,Morning
498,200808920,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1040,8,West LA,817,1,210,ROBBERY,0325 0945 0344 0352 1822 2028 0443 1420,0,X,X,203,OTHER BUSINESS,500.0,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,10800    WEYBURN                      AV,34.0623,-118.4434,2020.0,4.0,30.0,3.0,0.0,2.0,0,10,40,Morning
499,200121312,11/20/2020 12:00:00 AM,11/20/2020 12:00:00 AM,100,1,Central,162,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,24,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,300 W  9TH                          ST,34.0462,-118.2585,2020.0,11.0,20.0,4.0,0.0,4.0,0,1,0,Night
500,200410794,07/15/2020 12:00:00 AM,07/15/2020 12:00:00 AM,1100,4,Hollenbeck,464,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),344,46,M,H,101,STREET,,,IC,Invest Cont,331,,,CESAR E CHAVEZ               AV,34.0479,-118.2103,2020.0,7.0,15.0,2.0,0.0,3.0,0,11,0,Morning
503,200111785,05/16/2020 12:00:00 AM,05/16/2020 12:00:00 AM,1150,1,Central,154,2,624,BATTERY - SIMPLE ASSAULT,0305 0416 0913,2,M,B,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,500 S  MAIN                         ST,34.0467,-118.2485,2020.0,5.0,16.0,5.0,0.0,2.0,1,11,50,Morning
505,201110029,06-03-2020 00:00,05/30/2020 12:00:00 AM,1710,11,Northeast,1161,1,480,BIKE - STOLEN,0397 0344,27,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,480,,,1200 N  MARIPOSA                     AV,34.0931,-118.2994,2020.0,5.0,30.0,5.0,0.0,2.0,1,17,10,Afternoon
508,201107834,03/28/2020 12:00:00 AM,03/27/2020 12:00:00 AM,2130,11,Northeast,1128,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",329,0,X,X,402,MARKET,,,IC,Invest Cont,740,,,600 N  AVENUE 64,34.1225,-118.1818,2020.0,3.0,27.0,4.0,0.0,1.0,0,21,30,Evening
509,200410168,06/25/2020 12:00:00 AM,06/25/2020 12:00:00 AM,10,4,Hollenbeck,473,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329 1300,32,F,H,101,STREET,,,IC,Invest Cont,745,,,SOTO                         ST,34.0365,-118.2144,2020.0,6.0,25.0,3.0,0.0,2.0,0,0,10,Night
510,200114908,07/16/2020 12:00:00 AM,07/15/2020 12:00:00 AM,2045,1,Central,101,2,354,THEFT OF IDENTITY,0930 0377,28,F,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,900    WHITE KNOLL                  DR,34.0671,-118.2483,2020.0,7.0,15.0,2.0,0.0,3.0,0,20,45,Evening
511,200712242,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,5,7,Wilshire,784,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,5000 W  21ST                         ST,34.0385,-118.3485,2020.0,7.0,31.0,4.0,0.0,3.0,0,0,5,Night
512,200817762,12/20/2020 12:00:00 AM,12/19/2020 12:00:00 AM,1430,8,West LA,882,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0344 1822 0385 1309 1602 1420,49,F,O,101,STREET,,,IC,Invest Cont,331,,,11400    MISSISSIPPI                  AV,34.0379,-118.4453,2020.0,12.0,19.0,5.0,0.0,4.0,1,14,30,Afternoon
513,200308567,03/14/2020 12:00:00 AM,03/14/2020 12:00:00 AM,2250,3,Southwest,375,2,624,BATTERY - SIMPLE ASSAULT,1822 0416 0446 0419,28,F,H,222,LAUNDROMAT,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,3800 S  WESTERN                      AV,34.0146,-118.313,2020.0,3.0,14.0,5.0,0.0,1.0,1,22,50,Evening
517,200904935,01/23/2020 12:00:00 AM,01/18/2020 12:00:00 AM,1450,9,Van Nuys,914,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0394 0344,30,F,H,119,"PORCH, RESIDENTIAL",,,IC,Invest Cont,440,,,15100    SHERMAN                      WY,34.2012,-118.4618,2020.0,1.0,18.0,5.0,0.0,1.0,1,14,50,Afternoon
518,200518024,12/20/2020 12:00:00 AM,12/20/2020 12:00:00 AM,1630,5,Harbor,517,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 0444 1813 2000 2002,33,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,626,,,1000    BROAD                        AV,33.783,-118.261,2020.0,12.0,20.0,6.0,0.0,4.0,1,16,30,Afternoon
519,201209427,03/19/2020 12:00:00 AM,03/18/2020 12:00:00 AM,1300,12,77th Street,1208,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1300 0329 1822,26,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,745,,,600 W  49TH                         ST,33.9988,-118.2842,2020.0,3.0,18.0,2.0,0.0,1.0,0,13,0,Afternoon
520,200411004,07/21/2020 12:00:00 AM,07/18/2020 12:00:00 AM,1900,4,Hollenbeck,443,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1218 0447 0334 1822,56,M,H,101,STREET,306.0,ROCK/THROWN OBJECT,IC,Invest Cont,230,,,CESAR E CHAVEZ               AV,34.0609,-118.2052,2020.0,7.0,18.0,5.0,0.0,3.0,1,19,0,Evening
522,200705401,01/30/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1800,7,Wilshire,787,1,440,THEFT PLAIN - PETTY ($950 & UNDER),344,22,M,B,101,STREET,,,IC,Invest Cont,440,,,2300    CRENSHAW                     BL,34.0375,-118.335,2020.0,1.0,27.0,0.0,0.0,1.0,0,18,0,Afternoon
524,200213814,08/17/2020 12:00:00 AM,08/16/2020 12:00:00 AM,1900,2,Rampart,266,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0603 0913 0311 2004 1202,85,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",500.0,UNKNOWN WEAPON/OTHER WEAPON,AA,Adult Arrest,740,,,800 S  UNION                        AV,34.0531,-118.2738,2020.0,8.0,16.0,6.0,0.0,3.0,1,19,0,Evening
528,200613294,07/31/2020 12:00:00 AM,07/30/2020 12:00:00 AM,1915,6,Hollywood,636,1,761,BRANDISH WEAPON,0334 1822,27,M,B,102,SIDEWALK,102.0,HAND GUN,AO,Adult Other,761,,,HOLLYWOOD                    BL,34.1016,-118.3333,2020.0,7.0,30.0,3.0,0.0,3.0,0,19,15,Evening
529,200210888,06-02-2020 00:00,05/28/2020 12:00:00 AM,900,2,Rampart,248,2,664,"BUNCO, PETTY THEFT",1822 0800 0701 1900,28,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,664,,,400    WITMER                       ST,34.0576,-118.2644,2020.0,5.0,28.0,3.0,0.0,2.0,0,9,0,Morning
530,200122480,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,1815,1,Central,185,1,330,BURGLARY FROM VEHICLE,1307 0344 0329 1609 1822 1403,23,M,W,108,PARKING LOT,,,IC,Invest Cont,330,,,900 S  BROADWAY,34.0419,-118.2564,2020.0,12.0,17.0,3.0,0.0,4.0,0,18,15,Afternoon
532,200120187,10/28/2020 12:00:00 AM,10/27/2020 12:00:00 AM,1700,1,Central,162,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 1202 1822 0352 0346 0305,67,M,W,102,SIDEWALK,,,IC,Invest Cont,341,,,7TH,34.0473,-118.2566,2020.0,10.0,27.0,1.0,0.0,4.0,0,17,0,Afternoon
534,200211831,06/26/2020 12:00:00 AM,06/26/2020 12:00:00 AM,1800,2,Rampart,279,2,624,BATTERY - SIMPLE ASSAULT,0603 0416 0446 0319 0913,54,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,900 S  ALBANY                       ST,34.0492,-118.2702,2020.0,6.0,26.0,4.0,0.0,2.0,0,18,0,Afternoon
535,201112727,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,50,11,Northeast,1189,2,900,VIOLATION OF COURT ORDER,2038 0913 0360 1202,77,F,H,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,900,,,3400    MARMION                      WY,34.0864,-118.2155,2020.0,8.0,21.0,4.0,0.0,3.0,0,0,50,Night
537,200711696,07/14/2020 12:00:00 AM,07/14/2020 12:00:00 AM,1235,7,Wilshire,705,2,624,BATTERY - SIMPLE ASSAULT,0400 0416 1309 1218,44,M,W,102,SIDEWALK,400.0,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,FORMOSA                      AV,34.0889,-118.3462,2020.0,7.0,14.0,1.0,0.0,3.0,0,12,35,Morning
538,200518007,12/20/2020 12:00:00 AM,12/19/2020 12:00:00 AM,2200,5,Harbor,562,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,1200 W  9TH                          ST,33.7361,-118.3039,2020.0,12.0,19.0,5.0,0.0,4.0,1,22,0,Evening
539,200411203,07/27/2020 12:00:00 AM,07/26/2020 12:00:00 AM,2355,4,Hollenbeck,489,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,2700    WYNWOOD                      LN,34.0264,-118.2171,2020.0,7.0,26.0,6.0,0.0,3.0,1,23,55,Evening
541,200109311,03/17/2020 12:00:00 AM,03/17/2020 12:00:00 AM,445,1,Central,111,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0302 1820 0334 0913,26,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",102.0,HAND GUN,IC,Invest Cont,230,,,500 N  FIGUEROA                     ST,34.0617,-118.2469,2020.0,3.0,17.0,1.0,0.0,1.0,0,4,45,Night
542,201011299,07/23/2020 12:00:00 AM,07/23/2020 12:00:00 AM,930,10,West Valley,1041,2,900,VIOLATION OF COURT ORDER,0913 2021 1202 2038 0555,70,F,W,501,SINGLE FAMILY DWELLING,,,AO,Adult Other,900,,,5900    JULIAN                       LN,34.1776,-118.5541,2020.0,7.0,23.0,3.0,0.0,3.0,0,9,30,Morning
543,200320956,11/27/2020 12:00:00 AM,11/25/2020 12:00:00 AM,800,3,Southwest,308,1,510,VEHICLE - STOLEN,,0,Unknown,,101,STREET,,,IC,Invest Cont,510,,,22ND                         ST,34.0357,-118.2829,2020.0,11.0,25.0,2.0,0.0,4.0,0,8,0,Morning
546,200913093,08-04-2020 00:00,07/28/2020 12:00:00 AM,800,9,Van Nuys,914,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,Unknown,,101,STREET,,,IC,Invest Cont,420,,,14900    VANOWEN                      ST,34.1976,-118.4574,2020.0,7.0,28.0,1.0,0.0,3.0,0,8,0,Morning
